sample,condition,gene,normalized_counts
ana6,ana,NRCAM,24.4275650796636
ana6,ana,ZBED6CL,6.35116692071253
ana6,ana,HR,333.680538988205
ana6,ana,PTPRD,54.7177457784464
ana6,ana,C9orf24,15.1450903493914
ana6,ana,IER5L,102.107222032994
ana6,ana,AKR1C1,1306.874731762
ana6,ana,MSMB,656.124398039764
ana6,ana,CDKN1C,40.5497580322416
ana6,ana,C11orf68,23.450462476477
ana6,ana,MMP1,248.672612510975
ana6,ana,COLCA1,24.4275650796636
ana6,ana,KCNJ5,43.9696171433945
ana6,ana,EMP1,1446.60040401768
ana6,ana,ALDH1L2,18.0763981589511
ana6,ana,HCAR3,24.9161163812569
ana6,ana,CLDN10,6.35116692071253
ana6,ana,AL357093.2,3.90841041274617
ana6,ana,BMF,15.1450903493914
ana6,ana,C2CD4A,56.6719509848195
ana6,ana,C2CD4B,17.0992955557645
ana6,ana,CEMIP,83.5422725724495
ana6,ana,ADAMTSL3,43.9696171433945
ana6,ana,HSD17B2,5.37406431752599
ana6,ana,NGFR,95.7560551122813
ana6,ana,DSC3,1875.05989551498
ana6,ana,DSG3,1781.25804560907
ana6,ana,CAPS,97.7102603186544
ana6,ana,KLF2,9.77102603186544
ana6,ana,CXCL17,417.711362862247
ana6,ana,MMP9,1377.22611919143
ana6,ana,CYP24A1,41.5268606354281
fuso1,fuso,S100A9,6855.84682045196
fuso1,fuso,HSPA6,29.1300664703032
fuso1,fuso,HSD11B1,89.1037327326923
fuso1,fuso,RHOB,502.065263282285
fuso1,fuso,CYP1B1,231.326998440643
fuso1,fuso,IL1RL1,1.71353332178254
fuso1,fuso,OSBPL6,32.5571331138683
fuso1,fuso,MAP2,126.801465811908
fuso1,fuso,PID1,30.8435997920858
fuso1,fuso,CP,2697.10144848572
fuso1,fuso,CLGN,17.1353332178254
fuso1,fuso,SFRP2,102.811999306953
fuso1,fuso,IRF1,251.889398302034
fuso1,fuso,PCDHGA10,20.5623998613905
fuso1,fuso,BMP6,11.9947332524778
fuso1,fuso,HIST1H1C,131.942065777256
fuso1,fuso,GSTA1,107.9525992723
fuso1,fuso,AL355312.4,18.848866539608
fuso1,fuso,PCLO,150.790932316864
fuso1,fuso,NRCAM,8.56766660891272
fuso1,fuso,ZBED6CL,27.4165331485207
fuso1,fuso,HR,42.8383330445636
fuso1,fuso,PTPRD,20.5623998613905
fuso1,fuso,C9orf24,11.9947332524778
fuso1,fuso,IER5L,176.493932143602
fuso1,fuso,AKR1C1,3200.88024508979
fuso1,fuso,MSMB,1196.04625860422
fuso1,fuso,CDKN1C,94.2443326980399
fuso1,fuso,C11orf68,41.1247997227811
fuso1,fuso,MMP1,951.010993589312
fuso1,fuso,COLCA1,78.822532801997
fuso1,fuso,KCNJ5,5.14059996534763
fuso1,fuso,EMP1,286.160064737685
fuso1,fuso,ALDH1L2,10.2811999306953
fuso1,fuso,HCAR3,42.8383330445636
fuso1,fuso,CLDN10,10.2811999306953
fuso1,fuso,AL357093.2,10.2811999306953
fuso1,fuso,BMF,56.546599618824
fuso1,fuso,C2CD4A,178.207465465385
fuso1,fuso,C2CD4B,51.4059996534763
fuso1,fuso,CEMIP,18.848866539608
fuso1,fuso,ADAMTSL3,11.9947332524778
fuso1,fuso,HSD17B2,29.1300664703032
fuso1,fuso,NGFR,80.5360661237796
fuso1,fuso,DSC3,563.752462866457
fuso1,fuso,DSG3,169.639798856472
fuso1,fuso,CAPS,109.666132594083
fuso1,fuso,KLF2,42.8383330445636
fuso1,fuso,CXCL17,1233.74399168343
fuso1,fuso,MMP9,2739.93978153029
fuso1,fuso,CYP24A1,85.6766660891272
fuso2,fuso,S100A9,15239.0013481915
fuso2,fuso,HSPA6,58.7652373445609
fuso2,fuso,HSD11B1,136.335350639381
fuso2,fuso,RHOB,326.734719635759
fuso2,fuso,CYP1B1,58.7652373445609
fuso2,fuso,IL1RL1,4.70121898756487
fuso2,fuso,OSBPL6,28.2073139253892
fuso2,fuso,MAP2,131.634131651816
fuso2,fuso,PID1,44.6615803818663
fuso2,fuso,CP,1661.88091210418
fuso2,fuso,CLGN,35.2591424067366
fuso2,fuso,SFRP2,32.9085329129541
fuso2,fuso,IRF1,307.929843685499
fuso2,fuso,PCDHGA10,30.5579234191717
fuso2,fuso,BMP6,4.70121898756487
fuso2,fuso,HIST1H1C,122.231693676687
